game_id,week,season_type,neutral_site,conference_game,venue,home_team,home_conference,home_points,away_team,away_conference,away_points,Date,Attendance
401677082,1,postseason,TRUE,FALSE,Caesars Superdome,Sam Houston,Conference USA,31,Georgia Southern,Sun Belt,26,12/19/2024,13151
401634302,1,regular,FALSE,FALSE,Bobby Dodd Stadium,Georgia Tech,ACC,35,Georgia State,Sun Belt,12,08/31/2024,40113
401632459,2,regular,FALSE,FALSE,Center Parc Stadium,Georgia State,Sun Belt,24,Chattanooga,Southern,21,09/07/2024,0
401628362,3,regular,FALSE,FALSE,Center Parc Stadium,Georgia State,Sun Belt,36,Vanderbilt,SEC,32,09/14/2024,14413
401643805,7,regular,FALSE,TRUE,Center Parc Stadium,Georgia State,Sun Belt,14,Old Dominion,Sun Belt,21,10/12/2024,12280
401643810,8,regular,FALSE,TRUE,Joan C. Edwards Stadium,Marshall,Sun Belt,35,Georgia State,Sun Belt,20,10/17/2024,20703
401629036,10,regular,FALSE,FALSE,Pratt & Whitney Stadium,UConn,FBS Independents,34,Georgia State,Sun Belt,27,11/01/2024,22028
401643826,11,regular,FALSE,TRUE,Bridgeforth Stadium,James Madison,Sun Belt,38,Georgia State,Sun Belt,7,11/09/2024,25709
401643842,13,regular,FALSE,TRUE,Bobcat Stadium (TX),Texas State,Sun Belt,44,Georgia State,Sun Belt,52,11/23/2024,18271
401643858,1,regular,FALSE,FALSE,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,35,Delaware State,MEAC,14,08/24/2024,12206
401628459,1,regular,FALSE,FALSE,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,13,UCLA,Big Ten,16,08/31/2024,15194
401641040,3,regular,FALSE,FALSE,Elliott T. Bowers Stadium,Sam Houston,Conference USA,31,Hawai'i,Mountain West,13,09/14/2024,15134
401643712,4,regular,FALSE,FALSE,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,36,Northern Iowa,MVFC,7,09/21/2024,11402
401643725,6,regular,FALSE,TRUE,Snapdragon Stadium,San Diego State,Mountain West,27,Hawai'i,Mountain West,24,10/05/2024,31307
401643736,8,regular,FALSE,FALSE,Gesa Field,Washington State,Pac-12,42,Hawai'i,Mountain West,10,10/19/2024,25112
401643743,9,regular,FALSE,TRUE,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,34,Nevada,Mountain West,13,10/26/2024,12006
401643753,11,regular,FALSE,TRUE,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,27,UNLV,Mountain West,29,11/09/2024,12691
401643760,12,regular,FALSE,TRUE,Maverik Stadium,Utah State,Mountain West,55,Hawai'i,Mountain West,10,11/16/2024,13348
401643771,14,regular,FALSE,TRUE,Clarence T.C. Ching Athletics Complex,Hawai'i,Mountain West,38,New Mexico,Mountain West,30,11/30/2024,12046
401635535,2,regular,FALSE,FALSE,L&N Federal Credit Union Stadium,Louisville,ACC,49,Jacksonville State,Conference USA,14,09/07/2024,48575
401641000,4,regular,FALSE,FALSE,AmFirst Stadium,Jacksonville State,Conference USA,44,Southern Miss,Sun Belt,7,09/21/2024,21788
401641001,6,regular,FALSE,TRUE,Fifth Third Stadium,Kennesaw State,Conference USA,24,Jacksonville State,Conference USA,63,10/04/2024,10029
401641002,7,regular,FALSE,TRUE,AmFirst Stadium,Jacksonville State,Conference USA,54,New Mexico State,Conference USA,13,10/09/2024,16555
401641003,9,regular,FALSE,TRUE,AmFirst Stadium,Jacksonville State,Conference USA,42,Middle Tennessee,Conference USA,20,10/23/2024,17988
401640994,10,regular,FALSE,TRUE,Williams Stadium (VA),Liberty,Conference USA,21,Jacksonville State,Conference USA,31,10/30/2024,18069
401641004,11,regular,FALSE,TRUE,Joe Aillet Stadium,Louisiana Tech,Conference USA,37,Jacksonville State,Conference USA,44,11/09/2024,16345
401641005,13,regular,FALSE,TRUE,AmFirst Stadium,Jacksonville State,Conference USA,21,Sam Houston,Conference USA,11,11/23/2024,16312
401641006,14,regular,FALSE,TRUE,Houchens Industries-L.T. Smith Stadium,Western Kentucky,Conference USA,19,Jacksonville State,Conference USA,17,11/30/2024,6547
401673466,15,regular,FALSE,TRUE,AmFirst Stadium,Jacksonville State,Conference USA,52,Western Kentucky,Conference USA,12,12/06/2024,15628
401677083,1,postseason,TRUE,FALSE,Camping World Stadium,Jacksonville State,Conference USA,27,Ohio,Mid-American,30,12/20/2024,10518
401643777,2,regular,FALSE,FALSE,Bridgeforth Stadium,James Madison,Sun Belt,13,Gardner-Webb,Big South-OVC,6,09/07/2024,24570
401635556,4,regular,FALSE,FALSE,Kenan Stadium,North Carolina,ACC,50,James Madison,Sun Belt,70,09/21/2024,50500
401643801,6,regular,FALSE,TRUE,Malone Stadium,UL Monroe,Sun Belt,21,James Madison,Sun Belt,19,10/05/2024,19976
401643817,9,regular,FALSE,TRUE,Bridgeforth Stadium,James Madison,Sun Belt,32,Southern Miss,Sun Belt,15,10/26/2024,25399
401643833,12,regular,FALSE,TRUE,S.B. Ballard Stadium,Old Dominion,Sun Belt,32,James Madison,Sun Belt,35,11/16/2024,21984
401643846,14,regular,FALSE,TRUE,Bridgeforth Stadium,James Madison,Sun Belt,33,Marshall,Sun Belt,35,11/30/2024,23341
401677079,1,postseason,TRUE,FALSE,FAU Stadium,James Madison,Sun Belt,27,Western Kentucky,Conference USA,17,12/18/2024,15808
401641015,1,regular,FALSE,FALSE,Alamodome,UTSA,American Athletic,28,Kennesaw State,Conference USA,16,08/31/2024,25911
401641016,2,regular,FALSE,FALSE,Fifth Third Stadium,Kennesaw State,Conference USA,10,Louisiana,Sun Belt,34,09/07/2024,11040
401641017,3,regular,FALSE,FALSE,CEFCU Stadium,San José State,Mountain West,31,Kennesaw State,Conference USA,10,09/14/2024,11090
401641018,5,regular,FALSE,FALSE,Fifth Third Stadium,Kennesaw State,Conference USA,13,UT Martin,Big South-OVC,24,09/28/2024,10847
401641019,8,regular,FALSE,TRUE,"Johnny ""Red"" Floyd Stadium",Middle Tennessee,Conference USA,14,Kennesaw State,Conference USA,5,10/15/2024,10200
401640993,9,regular,FALSE,TRUE,Fifth Third Stadium,Kennesaw State,Conference USA,27,Liberty,Conference USA,24,10/23/2024,8209
401641020,10,regular,FALSE,TRUE,Houchens Industries-L.T. Smith Stadium,Western Kentucky,Conference USA,31,Kennesaw State,Conference USA,14,10/30/2024,14547
401641021,11,regular,FALSE,TRUE,Sun Bowl,UTEP,Conference USA,43,Kennesaw State,Conference USA,35,11/09/2024,14728
401641022,12,regular,FALSE,TRUE,Fifth Third Stadium,Kennesaw State,Conference USA,17,Sam Houston,Conference USA,23,11/16/2024,7736
401641014,14,regular,FALSE,TRUE,Joe Aillet Stadium,Louisiana Tech,Conference USA,33,Kennesaw State,Conference USA,0,11/30/2024,14686
401634305,1,regular,FALSE,FALSE,Acrisure Stadium,Pittsburgh,ACC,55,Kent State,Mid-American,24,08/31/2024,44616
401644732,2,regular,FALSE,FALSE,Dix Stadium,Kent State,Mid-American,17,St. Francis (PA),NEC,23,09/07/2024,11585
401628360,3,regular,FALSE,FALSE,Neyland Stadium,Tennessee,SEC,71,Kent State,Mid-American,0,09/14/2024,101915
401628493,4,regular,FALSE,FALSE,Beaver Stadium,Penn State,Big Ten,56,Kent State,Mid-American,0,09/21/2024,109526
401644756,9,regular,FALSE,TRUE,Waldo Stadium,Western Michigan,Mid-American,52,Kent State,Mid-American,21,10/26/2024,23537
401644761,11,regular,FALSE,TRUE,Dix Stadium,Kent State,Mid-American,0,Ohio,Mid-American,41,11/06/2024,5662
401644689,12,regular,FALSE,TRUE,Yager Stadium,Miami (OH),Mid-American,34,Kent State,Mid-American,7,11/13/2024,5328
401628586,1,regular,FALSE,FALSE,Williams Stadium (VA),Liberty,Conference USA,41,Campbell,CAA,24,08/31/2024,21573
401640989,2,regular,FALSE,TRUE,Aggie Memorial Stadium,New Mexico State,Conference USA,24,Liberty,Conference USA,30,09/07/2024,16562
401640990,3,regular,FALSE,TRUE,Williams Stadium (VA),Liberty,Conference USA,28,UTEP,Conference USA,10,09/14/2024,21805
401640995,11,regular,FALSE,TRUE,"Johnny ""Red"" Floyd Stadium",Middle Tennessee,Conference USA,17,Liberty,Conference USA,37,11/09/2024,13500
401629046,12,regular,FALSE,FALSE,Warren McGuirk Alumni Stadium,Massachusetts,FBS Independents,34,Liberty,Conference USA,35,11/16/2024,9115
401640996,13,regular,FALSE,TRUE,Williams Stadium (VA),Liberty,Conference USA,38,Western Kentucky,Conference USA,21,11/23/2024,17930
401640997,14,regular,FALSE,TRUE,Elliott T. Bowers Stadium,Sam Houston,Conference USA,20,Liberty,Conference USA,18,11/29/2024,8651
401636380,1,regular,FALSE,FALSE,Cajun Field,Louisiana,Sun Belt,40,Grambling,SWAC,10,08/31/2024,23107
401643791,4,regular,FALSE,FALSE,Cajun Field,Louisiana,Sun Belt,33,Tulane,American Athletic,41,09/21/2024,22534
401635659,5,regular,FALSE,FALSE,Allegacy Federal Credit Union Stadium,Wake Forest,ACC,38,Louisiana,Sun Belt,41,09/28/2024,31061
401643802,6,regular,FALSE,TRUE,M. M. Roberts Stadium,Southern Miss,Sun Belt,13,Louisiana,Sun Belt,23,10/05/2024,24041
401643820,10,regular,FALSE,TRUE,Bobcat Stadium (TX),Texas State,Sun Belt,17,Louisiana,Sun Belt,23,10/29/2024,16831
401643834,12,regular,FALSE,TRUE,Cajun Field,Louisiana,Sun Belt,22,South Alabama,Sun Belt,24,11/16/2024,16063
401643840,13,regular,FALSE,TRUE,Cajun Field,Louisiana,Sun Belt,51,Troy,Sun Belt,30,11/23/2024,15501
401643848,14,regular,FALSE,TRUE,Malone Stadium,UL Monroe,Sun Belt,23,Louisiana,Sun Belt,37,11/30/2024,15006
401673470,15,regular,FALSE,TRUE,Cajun Field,Louisiana,Sun Belt,3,Marshall,Sun Belt,31,12/07/2024,20067
401677096,1,postseason,TRUE,FALSE,University Stadium (NM),TCU,Big 12,34,Louisiana,Sun Belt,3,12/28/2024,22827
401641007,1,regular,FALSE,FALSE,Joe Aillet Stadium,Louisiana Tech,Conference USA,25,Nicholls,Southland,17,08/31/2024,16570
401635546,3,regular,FALSE,FALSE,Carter-Finley Stadium,NC State,ACC,30,Louisiana Tech,Conference USA,20,09/14/2024,56919
401641008,4,regular,FALSE,FALSE,Joe Aillet Stadium,Louisiana Tech,Conference USA,20,Tulsa,American Athletic,23,09/21/2024,18152
401641009,7,regular,FALSE,TRUE,Joe Aillet Stadium,Louisiana Tech,Conference USA,48,Middle Tennessee,Conference USA,21,10/10/2024,15072
401641010,8,regular,FALSE,TRUE,Aggie Memorial Stadium,New Mexico State,Conference USA,33,Louisiana Tech,Conference USA,30,10/15/2024,9671
401641011,9,regular,FALSE,TRUE,Joe Aillet Stadium,Louisiana Tech,Conference USA,14,UTEP,Conference USA,10,10/22/2024,15168
401641012,10,regular,FALSE,TRUE,Elliott T. Bowers Stadium,Sam Houston,Conference USA,9,Louisiana Tech,Conference USA,3,10/29/2024,9128
401641013,12,regular,FALSE,TRUE,Houchens Industries-L.T. Smith Stadium,Western Kentucky,Conference USA,7,Louisiana Tech,Conference USA,12,11/16/2024,13312
401628427,13,regular,FALSE,FALSE,Razorback Stadium,Arkansas,SEC,35,Louisiana Tech,Conference USA,14,11/23/2024,66041
401636387,1,regular,FALSE,FALSE,Malone Stadium,UL Monroe,Sun Belt,30,Jackson State,SWAC,14,08/29/2024,11145
401643780,2,regular,FALSE,FALSE,Malone Stadium,UL Monroe,Sun Belt,32,UAB,American Athletic,6,09/07/2024,12327
401628371,4,regular,FALSE,FALSE,DKR-Texas Memorial Stadium,Texas,SEC,51,UL Monroe,Sun Belt,3,09/21/2024,102850
401643796,5,regular,FALSE,TRUE,Veterans Memorial Stadium (AL),Troy,Sun Belt,9,UL Monroe,Sun Belt,13,09/28/2024,21253
401643807,7,regular,FALSE,TRUE,Malone Stadium,UL Monroe,Sun Belt,38,Southern Miss,Sun Belt,21,10/12/2024,22645
401643819,9,regular,FALSE,TRUE,Hancock Whitney Stadium,South Alabama,Sun Belt,46,UL Monroe,Sun Belt,17,10/26/2024,16746
401643822,10,regular,FALSE,TRUE,Joan C. Edwards Stadium,Marshall,Sun Belt,28,UL Monroe,Sun Belt,23,11/02/2024,21478
401643828,11,regular,FALSE,TRUE,Malone Stadium,UL Monroe,Sun Belt,17,Texas State,Sun Belt,38,11/09/2024,13720
401628426,12,regular,FALSE,FALSE,Jordan-Hare Stadium,Auburn,SEC,48,UL Monroe,Sun Belt,14,11/16/2024,88043
401628590,1,regular,FALSE,FALSE,Joan C. Edwards Stadium,Marshall,Sun Belt,45,Stony Brook,CAA,3,08/31/2024,25032
401635540,2,regular,FALSE,FALSE,Lane Stadium,Virginia Tech,ACC,31,Marshall,Sun Belt,14,09/07/2024,65632
401628492,4,regular,FALSE,FALSE,Ohio Stadium,Ohio State,Big Ten,49,Marshall,Sun Belt,14,09/21/2024,103871
401643794,5,regular,FALSE,FALSE,Joan C. Edwards Stadium,Marshall,Sun Belt,27,Western Michigan,Mid-American,20,09/28/2024,18723
401643829,11,regular,FALSE,TRUE,M. M. Roberts Stadium,Southern Miss,Sun Belt,3,Marshall,Sun Belt,37,11/09/2024,20502
401643838,13,regular,FALSE,TRUE,S.B. Ballard Stadium,Old Dominion,Sun Belt,35,Marshall,Sun Belt,42,11/23/2024,18083
401645321,1,regular,FALSE,FALSE,Simmons Bank Liberty Stadium,Memphis,American Athletic,40,North Alabama,UAC,0,08/31/2024,25849
401643784,2,regular,FALSE,FALSE,Simmons Bank Liberty Stadium,Memphis,American Athletic,38,Troy,Sun Belt,17,09/07/2024,23246
401635542,3,regular,FALSE,FALSE,Doak Campbell Stadium,Florida State,ACC,12,Memphis,American Athletic,20,09/14/2024,55107
401645329,4,regular,FALSE,TRUE,Navy-Marine Corps Memorial Stadium,Navy,American Athletic,56,Memphis,American Athletic,44,09/21/2024,31268
401641025,5,regular,FALSE,FALSE,Simmons Bank Liberty Stadium,Memphis,American Athletic,24,Middle Tennessee,Conference USA,7,09/28/2024,25266
401645341,7,regular,TRUE,TRUE,Camping World Stadium,South Florida,American Athletic,3,Memphis,American Athletic,21,10/12/2024,3365
401645349,8,regular,FALSE,TRUE,Simmons Bank Liberty Stadium,Memphis,American Athletic,52,North Texas,American Athletic,44,10/19/2024,24110
401645359,10,regular,FALSE,TRUE,Alamodome,UTSA,American Athletic,44,Memphis,American Athletic,36,11/02/2024,17198
401645362,11,regular,FALSE,TRUE,Simmons Bank Liberty Stadium,Memphis,American Athletic,27,Rice,American Athletic,20,11/08/2024,23692
401645367,12,regular,FALSE,TRUE,Simmons Bank Liberty Stadium,Memphis,American Athletic,53,UAB,American Athletic,18,11/16/2024,24225
401645376,14,regular,FALSE,TRUE,Yulman Stadium,Tulane,American Athletic,24,Memphis,American Athletic,34,11/28/2024,25021
401677080,1,postseason,TRUE,FALSE,Toyota Stadium,West Virginia,Big 12,37,Memphis,American Athletic,42,12/17/2024,12022
401644683,1,regular,TRUE,FALSE,Lanny and Sharon Martin Stadium,Northwestern,Big Ten,13,Miami (OH),Mid-American,6,08/31/2024,12023
401636865,3,regular,FALSE,FALSE,Yager Stadium,Miami (OH),Mid-American,16,Cincinnati,Big 12,27,09/14/2024,24717
401628979,4,regular,FALSE,FALSE,Notre Dame Stadium,Notre Dame,FBS Independents,28,Miami (OH),Mid-American,3,09/21/2024,77622
401629043,5,regular,FALSE,FALSE,Yager Stadium,Miami (OH),Mid-American,23,Massachusetts,FBS Independents,20,09/28/2024,9542
401644684,6,regular,FALSE,TRUE,Glass Bowl,Toledo,Mid-American,30,Miami (OH),Mid-American,20,10/05/2024,25027
401644686,8,regular,FALSE,TRUE,Yager Stadium,Miami (OH),Mid-American,30,Ohio,Mid-American,20,10/19/2024,17021
401644690,13,regular,FALSE,TRUE,Yager Stadium,Miami (OH),Mid-American,20,Northern Illinois,Mid-American,9,11/19/2024,5891
401673467,15,regular,TRUE,TRUE,Ford Field,Miami (OH),Mid-American,3,Ohio,Mid-American,38,12/07/2024,15478
401641023,1,regular,FALSE,FALSE,"Johnny ""Red"" Floyd Stadium",Middle Tennessee,Conference USA,32,Tennessee Tech,Big South-OVC,25,08/31/2024,16000
401628342,2,regular,FALSE,FALSE,Vaught-Hemingway Stadium,Ole Miss,SEC,52,Middle Tennessee,Conference USA,3,09/07/2024,66427
401641024,3,regular,FALSE,TRUE,"Johnny ""Red"" Floyd Stadium",Middle Tennessee,Conference USA,21,Western Kentucky,Conference USA,49,09/14/2024,12227
401635553,4,regular,FALSE,FALSE,"Johnny ""Red"" Floyd Stadium",Middle Tennessee,Conference USA,17,Duke,ACC,45,09/21/2024,15209
401641026,10,regular,FALSE,TRUE,Sun Bowl,UTEP,Conference USA,13,Middle Tennessee,Conference USA,20,11/02/2024,14775
401641027,13,regular,FALSE,TRUE,"Johnny ""Red"" Floyd Stadium",Middle Tennessee,Conference USA,21,New Mexico State,Conference USA,36,11/23/2024,10123
401645322,1,regular,FALSE,FALSE,Navy-Marine Corps Memorial Stadium,Navy,American Athletic,49,Bucknell,Patriot,21,08/31/2024,28763
401645324,2,regular,FALSE,TRUE,Navy-Marine Corps Memorial Stadium,Navy,American Athletic,38,Temple,American Athletic,11,09/07/2024,28889
401645332,5,regular,FALSE,TRUE,Protective Stadium,UAB,American Athletic,18,Navy,American Athletic,41,09/28/2024,21536
401628983,9,regular,TRUE,FALSE,MetLife Stadium,Navy,American Athletic,14,Notre Dame,FBS Independents,51,10/26/2024,76112
401645360,10,regular,FALSE,TRUE,Rice Stadium,Rice,American Athletic,24,Navy,American Athletic,10,11/02/2024,21253
401645363,11,regular,FALSE,TRUE,Raymond James Stadium,South Florida,American Athletic,7,Navy,American Athletic,28,11/09/2024,34091
401645370,12,regular,FALSE,TRUE,Navy-Marine Corps Memorial Stadium,Navy,American Athletic,0,Tulane,American Athletic,35,11/16/2024,38914
401677090,1,postseason,TRUE,FALSE,Amon G. Carter Stadium,Navy,American Athletic,21,Oklahoma,SEC,20,12/27/2024,50754
401643696,1,regular,FALSE,FALSE,Mackay Stadium,Nevada,Mountain West,24,SMU,ACC,29,08/24/2024,20263
401643701,1,regular,FALSE,FALSE,Veterans Memorial Stadium (AL),Troy,Sun Belt,26,Nevada,Mountain West,28,08/31/2024,27412
401628481,3,regular,FALSE,FALSE,Huntington Bank Stadium,Minnesota,Big Ten,27,Nevada,Mountain West,0,09/14/2024,44534
401643713,4,regular,FALSE,FALSE,Mackay Stadium,Nevada,Mountain West,49,Eastern Washington,Big Sky,16,09/21/2024,16399
401643726,6,regular,FALSE,TRUE,CEFCU Stadium,San José State,Mountain West,35,Nevada,Mountain West,31,10/05/2024,17099
401643731,7,regular,FALSE,FALSE,Mackay Stadium,Nevada,Mountain West,42,Oregon State,Pac-12,37,10/12/2024,21541
401643772,14,regular,FALSE,TRUE,Allegiant Stadium,UNLV,Mountain West,38,Nevada,Mountain West,14,11/30/2024,40122
401643697,1,regular,FALSE,FALSE,University Stadium (NM),New Mexico,Mountain West,31,Montana State,Big Sky,35,11/08/2024,21832
401636608,1,regular,FALSE,FALSE,Arizona Stadium,Arizona,Big 12,61,New Mexico,Mountain West,39,11/16/2024,14067
401628352,3,regular,FALSE,FALSE,Jordan-Hare Stadium,Auburn,SEC,45,New Mexico,Mountain West,19,11/30/2024,12046
401641035,5,regular,FALSE,FALSE,Aggie Memorial Stadium,New Mexico State,Conference USA,40,New Mexico,Mountain West,50,08/31/2024,44748
401643737,8,regular,FALSE,TRUE,Maverik Stadium,Utah State,Mountain West,45,New Mexico,Mountain West,50,09/21/2024,18019
401643750,10,regular,FALSE,TRUE,University Stadium (NM),New Mexico,Mountain West,45,Wyoming,Mountain West,49,10/12/2024,15561
401643754,11,regular,FALSE,TRUE,Snapdragon Stadium,San Diego State,Mountain West,16,New Mexico,Mountain West,21,10/19/2024,14584
401643761,12,regular,FALSE,FALSE,University Stadium (NM),New Mexico,Mountain West,38,Washington State,Pac-12,35,10/26/2024,36980
401641032,1,regular,FALSE,FALSE,Aggie Memorial Stadium,New Mexico State,Conference USA,23,Southeast Missouri State,Big South-OVC,16,08/31/2024,10738
401641034,4,regular,FALSE,TRUE,Elliott T. Bowers Stadium,Sam Houston,Conference USA,31,New Mexico State,Conference USA,11,09/21/2024,13059
401641036,11,regular,FALSE,TRUE,Aggie Memorial Stadium,New Mexico State,Conference USA,28,Western Kentucky,Conference USA,41,11/09/2024,12710
401628424,12,regular,FALSE,FALSE,Kyle Field,Texas A&M,SEC,38,New Mexico State,Conference USA,3,11/16/2024,105815
401641031,14,regular,FALSE,TRUE,Aggie Memorial Stadium,New Mexico State,Conference USA,35,UTEP,Conference USA,42,11/30/2024,15358
401643775,1,regular,FALSE,FALSE,Hancock Whitney Stadium,South Alabama,Sun Belt,38,North Texas,American Athletic,52,08/31/2024,15559
401645325,2,regular,FALSE,FALSE,DATCU Stadium,North Texas,American Athletic,35,Stephen F. Austin,Southland,20,09/07/2024,23510
401636868,3,regular,FALSE,FALSE,Jones AT&T Stadium,Texas Tech,Big 12,66,North Texas,American Athletic,21,09/14/2024,57865
401643716,4,regular,FALSE,FALSE,DATCU Stadium,North Texas,American Athletic,44,Wyoming,Mountain West,17,09/21/2024,27049
401645336,5,regular,FALSE,TRUE,DATCU Stadium,North Texas,American Athletic,52,Tulsa,American Athletic,20,09/28/2024,18529
401645354,9,regular,FALSE,TRUE,DATCU Stadium,North Texas,American Athletic,37,Tulane,American Athletic,45,10/26/2024,23138
401645366,12,regular,FALSE,TRUE,Alamodome,UTSA,American Athletic,48,North Texas,American Athletic,27,11/15/2024,21350
401645381,14,regular,FALSE,TRUE,Lincoln Financial Field,Temple,American Athletic,17,North Texas,American Athletic,24,11/30/2024,11589
401677106,1,postseason,TRUE,FALSE,Gerald J. Ford Stadium,Texas State,Sun Belt,30,North Texas,American Athletic,28,01/03/2025,28725
401644731,1,regular,FALSE,FALSE,Huskie Stadium,Northern Illinois,Mid-American,54,Western Illinois,Big South-OVC,15,08/31/2024,10828
401628977,2,regular,FALSE,FALSE,Notre Dame Stadium,Notre Dame,FBS Independents,14,Northern Illinois,Mid-American,16,09/07/2024,77622
401635564,5,regular,FALSE,FALSE,Carter-Finley Stadium,NC State,ACC,24,Northern Illinois,Mid-American,17,09/28/2024,56919
401629044,6,regular,FALSE,FALSE,Huskie Stadium,Northern Illinois,Mid-American,34,Massachusetts,FBS Independents,20,10/05/2024,12466
401644751,8,regular,FALSE,TRUE,Huskie Stadium,Northern Illinois,Mid-American,6,Toledo,Mid-American,13,10/19/2024,18350
401644762,11,regular,FALSE,TRUE,Waldo Stadium,Western Michigan,Mid-American,28,Northern Illinois,Mid-American,42,11/06/2024,10346
401634304,1,regular,FALSE,FALSE,JMA Wireless Dome,Syracuse,ACC,38,Ohio,Mid-American,22,08/31/2024,37225
401643781,2,regular,FALSE,FALSE,Peden Stadium,Ohio,Mid-American,27,South Alabama,Sun Belt,20,09/07/2024,22158
401644734,3,regular,FALSE,FALSE,Peden Stadium,Ohio,Mid-American,21,Morgan State,MEAC,6,09/14/2024,20438
401628364,4,regular,FALSE,FALSE,Kroger Field,Kentucky,SEC,41,Ohio,Mid-American,6,09/21/2024,61783
401644773,13,regular,FALSE,TRUE,Glass Bowl,Toledo,Mid-American,7,Ohio,Mid-American,24,11/20/2024,14543
401628329,1,regular,FALSE,FALSE,Williams-Brice Stadium,South Carolina,SEC,23,Old Dominion,Sun Belt,19,08/31/2024,78496
401635548,3,regular,FALSE,FALSE,S.B. Ballard Stadium,Old Dominion,Sun Belt,17,Virginia Tech,ACC,37,09/14/2024,22208
401643813,8,regular,FALSE,TRUE,S.B. Ballard Stadium,Old Dominion,Sun Belt,24,Texas State,Sun Belt,14,10/19/2024,19129
401641039,1,regular,FALSE,FALSE,Rice Stadium,Rice,American Athletic,14,Sam Houston,Conference USA,34,08/31/2024,17298
401645326,2,regular,FALSE,FALSE,Rice Stadium,Rice,American Athletic,69,Texas Southern,SWAC,7,09/07/2024,17760
401636862,3,regular,FALSE,FALSE,TDECU Stadium,Houston,Big 12,33,Rice,American Athletic,7,09/14/2024,28146
401645344,7,regular,FALSE,TRUE,Rice Stadium,Rice,American Athletic,29,UTSA,American Athletic,27,10/12/2024,18660
401645350,8,regular,FALSE,TRUE,Yulman Stadium,Tulane,American Athletic,24,Rice,American Athletic,10,10/19/2024,22897
401629035,9,regular,FALSE,FALSE,Pratt & Whitney Stadium,UConn,FBS Independents,17,Rice,American Athletic,10,10/26/2024,23711
401645373,13,regular,FALSE,TRUE,Protective Stadium,UAB,American Athletic,40,Rice,American Athletic,14,11/23/2024,16181
401645382,14,regular,FALSE,TRUE,Rice Stadium,Rice,American Athletic,35,South Florida,American Athletic,28,11/30/2024,16430
401636617,2,regular,FALSE,FALSE,FBC Mortgage Stadium,UCF,Big 12,45,Sam Houston,Conference USA,14,09/07/2024,43807
401641041,5,regular,TRUE,FALSE,NRG Stadium,Sam Houston,Conference USA,40,Texas State,Sun Belt,39,09/28/2024,27225
401641029,6,regular,FALSE,TRUE,Sun Bowl,UTEP,Conference USA,21,Sam Houston,Conference USA,41,10/03/2024,14454
401641038,8,regular,FALSE,TRUE,Elliott T. Bowers Stadium,Sam Houston,Conference USA,14,Western Kentucky,Conference USA,31,10/16/2024,8914
401643702,1,regular,FALSE,FALSE,Snapdragon Stadium,San Diego State,Mountain West,45,East Texas A&M,Southland,14,08/31/2024,25180
401643709,2,regular,FALSE,FALSE,Snapdragon Stadium,San Diego State,Mountain West,0,Oregon State,Pac-12,21,09/07/2024,25318
401635541,3,regular,FALSE,FALSE,California Memorial Stadium,California,ACC,31,San Diego State,Mountain West,10,09/14/2024,35197
401643732,7,regular,FALSE,TRUE,War Memorial Stadium,Wyoming,Mountain West,24,San Diego State,Mountain West,27,10/12/2024,23155
401643744,9,regular,FALSE,FALSE,Snapdragon Stadium,San Diego State,Mountain West,26,Washington State,Pac-12,29,10/26/2024,26937
401643762,12,regular,FALSE,TRUE,Allegiant Stadium,UNLV,Mountain West,41,San Diego State,Mountain West,20,11/16/2024,30386
401643766,13,regular,FALSE,TRUE,Maverik Stadium,Utah State,Mountain West,41,San Diego State,Mountain West,20,11/23/2024,12583
401643698,1,regular,FALSE,FALSE,CEFCU Stadium,San José State,Mountain West,42,Sacramento State,Big Sky,24,12/24/2024,6720
401643714,4,regular,FALSE,FALSE,Gesa Field,Washington State,Pac-12,54,San José State,Mountain West,52,11/16/2024,20517
401643738,8,regular,FALSE,TRUE,CEFCU Stadium,San José State,Mountain West,24,Wyoming,Mountain West,14,10/19/2024,17101
401643755,11,regular,FALSE,FALSE,Reser Stadium,Oregon State,Pac-12,13,San José State,Mountain West,24,10/05/2024,17099
401643767,13,regular,FALSE,TRUE,CEFCU Stadium,San José State,Mountain West,16,UNLV,Mountain West,27,09/14/2024,11090
401635625,14,regular,FALSE,FALSE,CEFCU Stadium,San José State,Mountain West,34,Stanford,ACC,31,09/07/2024,22478
401677087,1,postseason,TRUE,FALSE,Clarence T.C. Ching Athletics Complex,San José State,Mountain West,39,South Florida,American Athletic,41,08/29/2024,13811
401643788,3,regular,FALSE,FALSE,Hancock Whitney Stadium,South Alabama,Sun Belt,87,Northwestern State,Southland,10,09/12/2024,16023
401628376,5,regular,FALSE,FALSE,Tiger Stadium (LA),LSU,SEC,42,South Alabama,Sun Belt,10,09/28/2024,102143
401643809,8,regular,FALSE,TRUE,Hancock Whitney Stadium,South Alabama,Sun Belt,25,Troy,Sun Belt,9,10/15/2024,25450
401643841,13,regular,FALSE,TRUE,M. M. Roberts Stadium,Southern Miss,Sun Belt,14,South Alabama,Sun Belt,35,11/23/2024,20074
